permission_id,permission_name,description,system,risk_level
LP_ASSET_DISPOSE,Asset Disposal,Process asset disposal records,Legacy ITSM,High
LP_ASSET_REPORT,Asset Reporting,Generate asset management reports,Legacy ITSM,Low
LP_ASSET_DELETE,Delete Asset,Delete asset records from system,Legacy ITSM,Critical
LP_REQ_CREATE,Create Request,Create service requests,Legacy ITSM,Low
LP_REQ_FULFILL,Fulfill Request,Process and fulfill service requests,Legacy ITSM,Medium
LP_REQ_APPROVE,Approve Request,Approve service requests,Legacy ITSM,Medium
LP_REQ_CLOSE,Close Request,Close fulfilled service requests,Legacy ITSM,Low
LP_REQ_CATALOG,Manage Request Catalog,Manage request catalog items,Legacy ITSM,Medium
LP_REQ_REPORT,Request Reporting,Generate request fulfillment reports,Legacy ITSM,Low
LP_SEC_MONITOR,Security Monitoring,Monitor security events and alerts,Legacy ITSM,High
LP_SEC_INCIDENT,Security Incident,Create and manage security incidents,Legacy ITSM,High
LP_SEC_VULN,Vulnerability Management,Manage vulnerability assessments,Legacy ITSM,High
LP_SEC_POLICY,Security Policy,Manage security policies,Legacy ITSM,Critical
LP_SEC_AUDIT,Security Audit,Perform security audits,Legacy ITSM,High
LP_SEC_ACCESS,Access Management,Manage user access and permissions,Legacy ITSM,Critical
LP_SEC_REPORT,Security Reporting,Generate security reports,Legacy ITSM,Medium
LP_SEC_RESPONSE,Incident Response,Execute security incident response,Legacy ITSM,High
LP_PLAT_CONFIG,Platform Configuration,Configure ITSM platform settings,Legacy ITSM,Critical
LP_PLAT_CUSTOM,Platform Customization,Customize platform workflows and forms,Legacy ITSM,High
LP_PLAT_INTEG,Integration Management,Manage system integrations,Legacy ITSM,High
LP_PLAT_USER,User Administration,Manage platform user accounts,Legacy ITSM,Critical
LP_PLAT_REPORT,Report Builder,Create and modify reports and dashboards,Legacy ITSM,Medium
LP_PLAT_WORKFLOW,Workflow Management,Design and modify automated workflows,Legacy ITSM,High
LP_PLAT_BACKUP,Platform Backup,Manage platform backups,Legacy ITSM,High
LP_AUDIT_EXEC,Execute Audit,Execute IT compliance audits,Legacy ITSM,High
LP_AUDIT_REPORT,Audit Reporting,Generate audit findings reports,Legacy ITSM,Medium
LP_AUDIT_POLICY,Policy Management,Manage IT governance policies,Legacy ITSM,High
LP_AUDIT_RISK,Risk Assessment,Perform IT risk assessments,Legacy ITSM,High
LP_AUDIT_COMPLY,Compliance Monitoring,Monitor compliance with standards,Legacy ITSM,Medium
LP_VENDOR_CREATE,Create Vendor,Create vendor records,Legacy ITSM,Medium
LP_VENDOR_CONTRACT,Contract Management,Manage vendor contracts,Legacy ITSM,High
LP_VENDOR_EVAL,Vendor Evaluation,Evaluate vendor performance,Legacy ITSM,Medium
LP_VENDOR_PAYMENT,Vendor Payment,Process vendor payments,Legacy ITSM,High
LP_VENDOR_REPORT,Vendor Reporting,Generate vendor management reports,Legacy ITSM,Low
LP_DASH_VIEW,View Dashboard,View operational dashboards,Legacy ITSM,Low
LP_DASH_CREATE,Create Dashboard,Create custom dashboards,Legacy ITSM,Low
LP_DASH_SHARE,Share Dashboard,Share dashboards with other users,Legacy ITSM,Low
LP_EXPORT_DATA,Export Data,Export system data to files,Legacy ITSM,Medium
LP_IMPORT_DATA,Import Data,Import data from external sources,Legacy ITSM,High
LP_NOTIFY_CONFIG,Notification Config,Configure notification rules,Legacy ITSM,Medium
LP_TASK_CREATE,Create Task,Create and assign tasks,Legacy ITSM,Low
LP_TASK_UPDATE,Update Task,Update task progress and details,Legacy ITSM,Low
LP_APPROVAL_ADMIN,Approval Administration,Configure approval workflows,Legacy ITSM,High
LP_SURVEY_ADMIN,Survey Administration,Manage satisfaction surveys,Legacy ITSM,Low
LP_CHAT_AGENT,Chat Support Agent,Handle live chat support sessions,Legacy ITSM,Low
LP_SELF_SERVICE,Self-Service Portal,Access self-service portal features,Legacy ITSM,Low
LP_MOBILE_ACCESS,Mobile Access,Access ITSM via mobile application,Legacy ITSM,Low
LP_API_ACCESS,API Access,Access ITSM via REST APIs,Legacy ITSM,High
LP_BULK_UPDATE,Bulk Operations,Perform bulk updates on records,Legacy ITSM,High
